ExtractDate,Id,Name,Contact,Venue,Cost,Eligibility,CoordinateReferenceSystem,GeoX,GeoY
05/06/2014,llK2ooxsTho,Summer Cottage,,"167
Palace Meadow
Chudleigh
Newton Abbot
TQ13 0PH",,,WGS84,-3.60218,50.59985
05/06/2014,PIHmlo6pWwg,Summer Holiday Club at Belmont Chapel,office@belmont.eclipse.co.uk,"Belmont Chapel
Western Way
EXETER
DEVON
EX1 2DB",£1 per day.,from 5 years  up to 11 years ,WGS84,-3.52158,50.72576
05/06/2014,Hpl1f81TKQw,Summer Holiday Club at Hemyock Baptist Church,selina@thegarners.me.uk,"Hemyock Baptist Church
Fore Street
Hemyock
CULLOMPTON
DEVON
EX15 3QW",,from 13 years  up to 19 years ,WGS84,-3.22797,50.91255
05/06/2014,hB-w7ybLp3Q,Summercourt,info@classiccarehomes.co.uk,"Shute Hill
Teignmouth
Devon
TQ14 8JD",,,WGS84,-3.49618,50.54864
05/06/2014,4sGIpe0b-yc,Summerhayes Care Home,,"The Square
Sandford
Crediton
Devon
EX17 4LN",,,WGS84,-3.66446,50.80956
05/06/2014,ish_j3A-O5o,Summerhill Residential Home,,"46
Glenwood Road
West Moors
Ferndown
BH22 0ER",,,WGS84,-1.88148,50.82518
05/06/2014,c9ofXJTOiqc,Summerland Support,,"307
Babbacombe Road
Torquay
Devon
TQ1 3TB",,,WGS84,-3.50698,50.4727
05/06/2014,2h6AcHl3O6Q,Summerleaze Residential Home,info@summerleazecare.co.uk,"Summerleaze
79-81 Salterton Road
Exmouth
Devon
EX8 2EW",,,WGS84,-3.39389,50.62261
05/06/2014,LFqR9O1gF78,Summervale Medical Centre,susan.harris@summervaleilm.nhs.uk,"Wharf Lane Ilminster Somerset
TA19 0DT",,,WGS84,-2.91266,50.92639
05/06/2014,AeNZscbB0dE,Summervale Surgery,,"Canal Way
Ilminster
Somerset
TA19 9FE",,,WGS84,0,0
05/06/2014,oY-EWn7Ics0,Summerway Play Area,,"Summerway Play Area
Summerway
Whipton
EXETER
DEVON
EX4 8DL",Free.,from 5 years  up to 16 years ,WGS84,-3.48587,50.73544
05/06/2014,ihbr3eNSHLw,Summon Bonum,"Mrs J Whitney
Owner
01803 293512","56
Summon Bonum, 56a St Marychurch Road, Torquay, Devon
TQ1 3JE",null,,WGS84,-3.53133,50.47226
05/06/2014,uOPhArldlKo,Summon Bonum Support & Care,,"Maidencombe Manor, Claddon Lane, Maidencombe, Torquay, Devon
TQ1 4TB",null,,WGS84,-3.52843,50.50311
05/06/2014,NtKSiZzbY5w,Sunday Club at Crediton Parish Church,admin@creditonparishchurch.org.uk,"Crediton Parish Church
Union Road
CREDITON
DEVON
EX17 2AH",Free.,from 3 years  up to 11 years ,WGS84,-3.6519,50.79018
05/06/2014,V7YXU0PdbZo,Sunday Club at EC Youth,ecyouth@googlemail.com,"Exmouth Chapel
19 Exeter Road
EXMOUTH
DEVON
EX8 1PN",Free.,up to 16 years ,WGS84,-3.4119,50.62103
05/06/2014,zw0tii6SqyA,Sunday Group at Rosemary Lane Chapel,selina@thegarners.me.uk,"Rosemary Lane Chapel
Rosemary Lane
Clayhidon
CULLOMPTON
DEVON
EX15 3PQ",,from 5 years  up to 18 years ,WGS84,-3.1988,50.92552
05/06/2014,6GcRih2C-7Q,Sunday Nights at Uffculme,selina@thegarners.me.uk,"St Mary's Anglican Church
Uffculme
CULLOMPTON
DEVON
EX15 3AX",,from 11 years  up to 17 years ,WGS84,-3.32564,50.90555
05/06/2014,st3Q4mcZdMk,Sunday S:cape at Tavistock Methodist Church,info@tmc.me.uk,"Tavistock Methodist Church
Chapel Street
TAVISTOCK
DEVON
PL19 8DX",Free.,up to 11 years ,WGS84,-4.15025,50.54752
05/06/2014,RCBnu7URAOw,Sunday School at Ivybridge Evangelical Baptist Church,iebc@hotmail.co.uk,"Ivybridge Evangelical Baptist Church
Exeter Road
IVYBRIDGE
DEVON
PL21 0BJ",,up to 16 years ,WGS84,-3.91887,50.39066
05/06/2014,Glv6J5A2EPY,Sunday School at Whiddon Valley Evangelical Church,davidwvec@gmail.com,"Whiddon Valley Evangelical Church
Stoat Park
Whiddon Valley
BARNSTAPLE
DEVON
EX32 8PT",Free.,from 4 years  up to 14 years ,WGS84,-4.03112,51.07427
05/06/2014,s9FvxnCAH-o,Sundial Lodge Care Home,"Mrs Brotherton
Manager
01803 292889
live@sundiallodge.co.uk","Sundial Lodge
Park Hill Road
Torquay
Devon
TQ1 2EA",null,,WGS84,-3.51843,50.45861
05/06/2014,bozEMeGy06M,Sundown Western Dance Club,Mitch Bowers,"Moorhayes Community Centre
Lea Road
Tiverton
Devon
EX16 6TN",,,WGS84,-3.47042,50.91429
05/06/2014,9xglYIxayck,Sunflower Day Nursery Courtenay Park,courtenaypark@sunflowerdaynurseries.com,"1a Courtenay Park
NEWTON ABBOT
Devon
TQ12 2HD","0 - 2 years:-
All day  £40.00, Mornings £26.00, Afternoons £26.00.
2 years:-
 All day £38.00, Mornings £25.00, Afternoons £25.00. 
3 and 4 years: All day £36.00, Mornings £24.00, Afternoons £24.00.
Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
10% sibling discount available for oldest child.
Employer Childcare Vouchers can be accepted.
Initial non-refundable £20 registration charge on enrolment of child.",up to 5 years ,WGS84,-3.60239,50.52805
05/06/2014,uTqWp67x9bE,Sunflower Day Nursery The Race Course,theracecourse@sunflowerdaynurseries.com,"Newton Abbot Racecourse
Newton Road
Kingsteignton
NEWTON ABBOT
Devon
TQ12 3AF","0 - 2 years:
All Day: £39.00, Mornings £25.00, Afternoons £25.00.
2 years:
All Day £36.50, Mornings £24.00, 
Afternoons £24.00.  
3 and 4 years:
All Day £34.00, Mornings £23.00, 
Afternoons £23.00.
10% discount for siblings.
Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Employer Childcare Vouchers can be accepted.
Nutritious cooked two course lunch included in morning and full day rate and daily morning snack and afternoon tea. 
Initial £20 non-refundable registration charge.",from 4 months  up to 4 years 11 months ,WGS84,-3.59964,50.54112
05/06/2014,1MYUsiFgQpU,Sunflower Playgroup,paula_rudall@hotmail.com,"Yeo Valley CP School
Derby Road
Barnstaple
Devon
EX32 7HB","Early Years Entitlement can be used for 3 and 4 year olds.
Funded place available to 2 year olds who qualify under the 2gether scheme. 
£3.60 per hour for unfunded sessions.
Sibling discount available.",from 2 years  up to 5 years ,WGS84,-4.0543,51.0835
05/06/2014,Siyh1w2xJHE,Sunflowers Day Nursery,excellence@sunflowerdaynursery.com,"82 High Street
CREDITON
Devon
EX17 3LA","Early Years entitlement can be used for 3 and 4 year olds.  Funded places available for 2 year olds who qualify under the 2gether scheme.
All Childcare Vouchers can be accepted. 
10% discount for siblings.
Fees:
0-2 years: Full Week - £179.00, Full Day - £40.00, Half Day - £26.00.
2-3 years: Full Week - £169.00,Full Day - £38.00, Half Day - £25.00.
3-5 years: Full Week - £159.00, Full Day - £37.00, Half Day - £24.00.",up to 8 years ,WGS84,-3.66418,50.79118
05/06/2014,GpYdpDPbOgY,Sunflowers Pre-School,admin@woolsery.devon.sch.uk,"Woolsery Cp School
Woolsery
BIDEFORD
Devon
EX39 5QS",Early Years Entitlement can be used for 3 and 4 year olds.  Funded places available for 2 year olds who qualify under the 2gether scheme.,from 2 years 6 months  up to 5 years ,WGS84,-4.37681,50.96406
05/06/2014,OrHyv5JTNEU,Sunningdale House Care Home,"Miss Melanie Godbeer
Home Manager
01404 41677
sunningdale.hse@btconnect.com","31
Kings Road
Honiton
Devon
EX14 1HW",,,WGS84,-3.17851,50.79978
05/06/2014,M58KKSmdeDc,Sunningdale Lodge,,"Sunningdale Road
Yeovil
Somerset
BA21 5LD",,,WGS84,-2.62076,50.95002
05/06/2014,C5Q0VS8V1GQ,Sunningdale Nursery,bambinosplymouth@aol.com,"54 Plymouth Road
TAVISTOCK
Devon
PL19 8BU","Early Years Entitlement can be used for 3 and 4 year olds.  Funded places available for 2 year olds who qualify under the 2gether scheme.
5% discount for siblings.
Customer loyalty discounts.
2% direct debit discounts also available.",from 3 months  up to 5 years ,WGS84,-4.15039,50.54691
05/06/2014,Wf4QNh1L_VU,Sunningmead Community Association,sunningmead@yahoo.co.uk,"Sunningmead Community Centre
Lazenby Road
Wilcombe
TIVERTON
DEVON
EX16 4AL",Varies according to service and activity.,up to 16 years ,WGS84,-3.46965,50.90209
05/06/2014,dA8CTinkbAI,Sunningmead Lunch Clubs,"Mrs Ann Smith
Office Manager
01884 251147","Sunningmead Community Centre
Lazenby Road
Wilcombe
Tiverton
Devon
EX16 4AL",Contact us for details.,,WGS84,-3.46965,50.90209
05/06/2014,NPTfSEjivQ0,Sunningmead Toddlers,sunningmead@yahoo.co.uk,"Sunnymead Community Centre
Lazenby Road
TIVERTON
DEVON
EX16 4AL",£1.50 per family.,up to 5 years ,WGS84,-3.46965,50.90209
05/06/2014,Fg5M80lusLA,Sunny Bank,,"04-Jun
Wyke Road
Weymouth
Dorset
DT4 9QE",,,WGS84,-2.46314,50.6042
05/06/2014,uHSuW2kwM80,Sunnymead Play Area,,"Sunnymead Play Area
Sunnymead
Copplestone
CREDITON
DEVON
EX17 5NQ",Free.,from 4 years  up to 12 years ,WGS84,-3.74698,50.81189
05/06/2014,fKrlZG0qsiY,Sunnymeade,,"Helliers Close
Chard
Somerset
TA20 1LJ",,,WGS84,-2.96923,50.87386
05/06/2014,cpBzhjBo2z4,Sunnyside Residential Home,,"Crewkerne Road
Chard
Somerset
TA20 1EZ",,,WGS84,-2.95277,50.87424
05/06/2014,VPNr-vIr5-g,Sunrise Group at Barnstaple Youth House,admin@barnstapleyouthhouse.com,"Barnstaple Youth House
6 Market Street
BARNSTAPLE
DEVON
EX31 1BX",Free.,from 16 years  up to 25 years ,WGS84,-4.05923,51.08096
05/06/2014,iAiRrxCocDw,Sunshine and Rainbow Club at Sunshine Children's Centre,newtonabbotchildrenscentre@actionforchildren.org.uk,"Sunshine Children's Centre
Sandringham Road
Buckland
NEWTON ABBOT
DEVON
TQ12 4HD",Free. Voluntary contributions welcomed.,from 1 years  up to 3 years ,WGS84,-3.58735,50.52933
05/06/2014,JCb3XNcKDa8,Sunshine Children's Centre (Newton Abbot),newtonabbotchildrenscentre@actionforchildren.org.uk,"Sunshine Children's Centre
Sandringham Road
Buckland
NEWTON ABBOT
DEVON
TQ12 4HD",Free,up to 4 years 11 months ,WGS84,-3.58735,50.52933
05/06/2014,abAcFWZ_Yc4,The Sunshine Nursery School,sunshinenursery16@hotmail.co.uk,"The Gorfin Hall
Claremont Lane
Exmouth
Devon
EX8 2LE","Early Years Entitlement can be used for 3 and 4 year olds.
Employer Childcare Vouchers can be accepted.",from 2 years 6 months  up to 5 years ,WGS84,-3.39868,50.62089
05/06/2014,VQRexDYaUns,Super Signers,"Lisa Townsend

lisa@super-signers.co.uk",,,from 6 months  up to 3 years ,WGS84,0,0
05/06/2014,Kz-TXAakjWQ,Superdrug Stores Plc,,"Unit 11
Guildhall Shopping Centre
Exeter
Devon
EX4 3HJ",,,WGS84,-3.53306,50.72406
05/06/2014,YLPIsGnP6JA,Supergang at New Life Church,mcclearcut@yahoo.co.uk,"New Life Church
2 New Road
OKEHAMPTON
DEVON
EX20 1ET",50p per session.,from 6 years  up to 11 years ,WGS84,-4.00447,50.73791
05/06/2014,epZU4D0O5yI,Superkids at Beacon Heath Church,brian@beaconheathchurch.org.uk,"Beacon Heath Church
King Arthurs Road
Beacon Heath
EXETER
DEVON
EX4 9BE",,from 4 years  up to 11 years ,WGS84,-3.50066,50.73925
05/06/2014,wgaEAADhmAg,Supply Stores - Home Delivery Service,"Mr and Mrs Ann and Dave Waller
Owner
01626 775229","Fore Street
Bishopsteignton
Devon
TQ14 9QZ",,from 18 years  up to 99 years ,WGS84,-3.54326,50.55365
05/06/2014,RTJzSyK6ZoM,Support and Advisory Teachers (Babcock LDP),,"2nd Floor
Milford House, Pynes Hill
EXETER
DEVON
EX2 5TH",,up to 19 years ,WGS84,-3.48563,50.7091
05/06/2014,uIJPMc1-Gao,Support at Colyton Health Centre,honiton@childrenssociety.org.uk,"Colyton Health Centre
Grove Hill
COLYTON
DEVON
EX24 6ET",Free.,up to 1 years ,WGS84,-3.06912,50.7387
05/06/2014,IIi3gou54AU,Support at Seaton Hospital,axevalleycc@childrenssociety.org.uk,"Seaton Hospital
Valley View Road
SEATON
DEVON
EX12 2UU",Free.,up to 1 years ,WGS84,-3.07151,50.7118
05/06/2014,qGrSXlXiopA,Support Group for Parents of Children with ASD and ADHD,deborah.baker@devon.gov.uk,"Okehampton Primary School
Glendale Road
OKEHAMPTON
DEVON
EX20 1JB",,from 5 years  up to 18 years ,WGS84,-4.00616,50.74191
05/06/2014,B9xSHwyIgR0,Support2gether at Axe Valley Children's Centre Seaton,"Bel McDonald
Face2Face Co-ordinator
07825 739171
bel@face2face-exeter.org.uk","Axe Valley Children's centre Trevelyan Building
Fore Street,
Seaton
Devon
EX12 2AN",,up to 25 years ,WGS84,-3.06985,50.70877
05/06/2014,l-LJ9oXD8w8,Support2gether at Sidmouth Children's Centre,east.devon@actionforchildren.org.uk,"Sidmouth Children's Centre
Chambers Close
SIDMOUTH
DEVON
EX10 9YL",Free. Sign up to attend.,up to 11 years ,WGS84,-3.24517,50.69906
05/06/2014,CCjQ2-yoN8A,SureCare (Dorset),,"6
Arena Business Centre
9 Nimrod Way
Ferndown
Wimborne
BH21 7SH",,,WGS84,-1.92098,50.80942
05/06/2014,DusMxls5q5Q,Surecare Exeter and East Devon,"Mrs. Jill Adams
Manager
01404 822448
jill@jilladams.wanadoo.co.uk","Harepathstead Farm
Westwood
Exeter
Devon
EX5 3DF",,,WGS84,-3.39306,50.77492
05/06/2014,hYGtPZewO7E,Surf Life Saving Great Britain,"Rosemary Browne
Office Manager
01392 218007
mail@slsgb.org.uk",,Annual membership: £20.,,WGS84,0,0
05/06/2014,hhRExwSJsJI,Surf South West Surf School - Croyde,info@surfsouthwest.com,"Croyde Burrows Beach Car Park
Moor Lane
Croyde
DEVON
EX33 1NZ",From £28 per lesson including equipment.,from 8 years  up to 80 years ,WGS84,-4.23471,51.13498
05/06/2014,1OujzLNwzZc,Surf South West Surf School - Saunton,info@surfsouthwest.com,"Saunton Beach Car Park
Saunton Sands
Saunton
Braunton
Devon
EX33 1LG",From £28 per lesson including equipment.,from 8 years  up to 80 years ,WGS84,-4.21353,51.1174
05/06/2014,9HThJ96rJ5w,Surfers Against Sewage,"Hugo Tagholm
Director
01872 553001
info@sas.org.uk",,Annual membership: £21 (single). £27 (family). £12 (NUS Extra cardholders). £15 (unwaged).,,WGS84,0,0
05/06/2014,2-OdVyA2bmU,Surfers' Circuits,"Mr Neil Harris

info@harrisfitness.co.uk","Braunton School and Community College
Barton Lane
Braunton
Devon
EX33 2BP",Contact us for details.,,WGS84,-4.15694,51.10257
05/06/2014,pjS20kZphEU,Surgeries at Age UK,"Sonia Hammond
Information and Advice Coordinator
01884 242052
01884 255369
enquiries@ageukmiddevon.org.uk","Beck House
Beck's Square
Tiverton
Devon
EX16 6PJ",Free.,from 50 years  up to 100 years ,WGS84,-3.48821,50.90217
05/06/2014,ayT_HcP7b_k,The Surgery,info@wiveliscombesurgery.nhs.uk,"Creedwell Orchard Milverton Taunton Somerset
TA4 1JZ",,,WGS84,-3.25316,51.0234
05/06/2014,yio8M6_808k,The Surgery. Ashburton,,"The Surgery Eastern Road Ashburton Devon
TQ13 7AP",,,WGS84,-3.74857,50.51907
05/06/2014,ld8dmncL-Ts,The Surgery. Marlpits Road. Honiton,,"The Surgery Marlpitts Road Honiton Devon
EX14 2NY",,,WGS84,-3.18804,50.79458
05/06/2014,KtjAgm5nWMY,Survivors of Bereavement by Suicide,"Amy Gill
Group Leader
07811 026461
National Helpline 08445 616855
sobs.admin@care4free.net","Exeter Friends Meeting House
Wynards Lane
Exeter
Devon
EX2 4HU",Free.,,WGS84,-3.52588,50.7208
05/06/2014,H04O2q_BXEs,Susan Allerton (Sue Allerton Childminding),sjallerton@hotmail.com,"71 Cox Tor Road
TAVISTOCK
Devon
PL19 9JG",Employer Childcare Vouchers can be accepted.  Early Years Entitlement can be used for 3 and 4 year olds.,from 6 months  up to 3 years ,WGS84,-4.13065,50.54829
05/06/2014,UFTcKIdl6Yo,Susan Broad (Cheeky Monkey's Childcare),madison0900@aol.com,"7 Brookfield Street
BIDEFORD
Devon
EX39 4ER",Employer Childcare Vouchers can be accepted.,up to 14 years ,WGS84,-4.19939,51.01424
05/06/2014,ce_M4sk1tqI,Susan Cutland,,"60 Harrington Lane
Pinhoe
Exeter
Devon
EX4 8NS","Unsocial hours premium applies.
Employer Childcare Vouchers can be accepted.",from 4 months  up to 12 years 9 months ,WGS84,-3.4815,50.74086
05/06/2014,ao4p67HAyMo,Susan Day Residential Home,"Mrs C Wild
Manager
01271 862528
cherry@cherryewild.wanadoo.co.uk","South Lodge
Runnacleave Road
Ilfracombe
Devon
EX34 8AQ",£400 - £420 per week.,,WGS84,-4.12556,51.20975
05/06/2014,Aqjv7-WZB30,Susan Durant - Music Teacher,susandurant@talktalk.net,"22
Belmont Close
Kingsteignton
NEWTON ABBOT
DEVON
TQ12 3TT",,from 8 years  up to 18 years ,WGS84,-3.59452,50.55949
05/06/2014,oZo_s7Y_Ows,Susan Eales,sue@ashins.freeserve.co.uk,"Beech House
Western Road
Ashburton
Newton Abbot
Devon","Contact provider for full cost details. 
Employer Childcare Vouchers can be accepted.",up to 16 years ,WGS84,0,0
05/06/2014,y1fXDU4buJ8,Susan Homer,gary@homer116.fsnet.co.uk,"42 Glebelands Road
Tiverton
Devon
EX16 4EB","Discount for siblings.
Unsociable hours premium applies, please enquire.",up to 14 years ,WGS84,-3.45849,50.90315
05/06/2014,bV3fll2eCLY,Susan Johnson (Sue Johnson Childminding),scjmemphis@aol.com,"2 Atherton Villas
The Grove
TOTNES
Devon
TQ9 5TS","Sibling discount available.  Unsociable hours premium may apply.
Fees include all food, and an evening meal if required.",from 6 months  up to 10 years ,WGS84,-3.68619,50.43037
05/06/2014,bwOeiYYa5fM,Susan Knab,sueknabcms@hotmail.co.uk,"28 Bettysmead
Beacon Heath
EXETER
DEVON
EX4 8LN","Early Years Entitlement can be used for 3 and 4 year olds.
Employer Childcare Vouchers can be accepted. 
Overnight care (from 6pm - 8.30am): £60.00.",up to 8 years ,WGS84,-3.49925,50.73567
05/06/2014,89oz_R6VB_Q,Susan MacBroom,susanmacbroom@hotmail.com,"1 Hawthorn Close
Kingsbridge
Devon
TQ7 1TB",Employer Childcare Vouchers can be accepted.,up to 14 years ,WGS84,-3.78232,50.28014
05/06/2014,6TJmeMHU9Yc,Susan Northrop - Music Tuition,susan.e.northrop@googlemail.com,"St John's Church Hall
South Street
Newport
BARNSTAPLE
DEVON
EX32 9DT",£26 per hour (pro rata for shorter lessons).,from 8 years  up to 90 years ,WGS84,-4.04688,51.07038
05/06/2014,u1zy2kqqmh8,Susan Northrop: Flute and Saxophone Teacher,"Susan Northrop
Teacher
07890 022264
susan.e.northrop@googlemail.com",,£13 for a half hour lesson.,,WGS84,0,0
05/06/2014,WRdGdB8TvWM,Susan Olding,,"4 Westbrook Close
Whipton
Exeter
Devon
EX4 8BS",£3.50 Per hour,from 3 months  up to 9 years 6 months ,WGS84,-3.49342,50.73321
05/06/2014,4Ab7AN4OB2g,Susan Rushworth (Susan's Little Angels),susanrushworth@blueyonder.co.uk,"41 Exeter Road
Topsham
Exeter
Devon
EX3 0LX","£3.50 per hour (6 months - 4 years), £4.50 per hour (5 - 8 years).
Accepts Employer Childcare vouchers. 
Funded places available for 2 year olds who qualify under the 2gether scheme.  Early Years Entitlement can be used for 3 and 4 year olds.",from 6 months  up to 8 years ,WGS84,-3.47266,50.68932
05/06/2014,lejgUhZZ8eM,Susan Scrivin,sscrivin@sky.com,"Chestnuts, 11 Staddon Close
Honeylands
Whipton
Exeter
Devon
EX4 8QY",Employer Childcare Vouchers can be accepted.,up to 5 years ,WGS84,-3.49401,50.72981
05/06/2014,Y4vVtYTD2eg,Susan Sharp,,"35 Audley Rise
Newton Abbot
Devon","Fees may vary slightly depending on needs and hours etc, e.g. Sibling discounts available.
Employer Childcare Vouchers can be accepted.",from 3 months  up to 11 years ,WGS84,0,0
05/06/2014,2nRWhQPAcno,Susan Small (Susan's Childminding),sue.small.80@btinternet.com,"4a Newtown Close
Newtown
EXETER
DEVON
EX1 2EU","Please contact for details of fees. 
Employer Childcare Vouchers can be accepted.
Unsociable hours premium applies.
Funded places available for 2 year olds who qualify under the 2gether scheme.
Early Years Entitlement can be used for 3 and 4 year olds.",up to 12 years ,WGS84,-3.51829,50.72628
05/06/2014,F3hUbo_v35A,Susan Southwood,sds@eclipse.co.uk,"Slades Linhay
Broadhempston
Totnes
Devon
TQ9 6BY",£5.00 per hour after 6pm.,from 6 months  up to 10 years ,WGS84,-3.70127,50.49056
05/06/2014,3ReTKfPpB54,Susana Moulton,,"7 Buchanan Close
Honiton
Devon
EX14 2GS",,from 3 months  up to 8 years ,WGS84,-3.19988,50.79074
05/06/2014,lh5eoE2IiDw,Susannah Pannewitz (Susie's Childcare Service),susiepannewitz@gmail.com,"2 Sunny Close
NEWTON ABBOT
Devon
TQ12 4EQ",Discount for siblings:  £2.70 per hour,from 2 months  up to 8 years ,WGS84,-3.58216,50.52983
05/06/2014,1YD1Smc1udQ,Susannah Venn (The River Cottage Childcare),,"14 Lawn Vista
SIDMOUTH
Devon
EX10 9BY","£5.50 per hour when caring for two children from the same family.
Employer childcare vouchers accepted.
Early Years Entitlement can be used for 3 and 4 year olds. Funded places available for 2 year olds who qualify under the 2gether scheme.",up to 5 years ,WGS84,-3.23657,50.68634
05/06/2014,HDlP_QUspd8,Sustainable Families at Embercombe,info@embercombe.co.uk,"Embercombe
Higher Ashton
EXETER
DEVON
EX6 7QT",£5 per family (plus donation to Embercombe for drinks and firewood).,up to 19 years ,WGS84,-3.61794,50.64309
05/06/2014,0HEfxk1yv2Q,Sustainable Ottery,"Jill Dixon

info@sustainableottery.org.uk","Town Council Offices
Garden Close
Yonder Street
Ottery St Mary
Devon
EX11 1HH",Contact us for details,,WGS84,-3.27394,50.75207
05/06/2014,FNGT81EiUvE,Sustainable School Travel and School Travel Plans,stplans@devon.gov.uk,"Lucombe House
County Hall, Topsham Road
St Leonard's
EXETER
DEVON
EX2 4QW",,from 3 years  up to 18 years ,WGS84,-3.51749,50.71456
05/06/2014,ealsn5ISKZI,Sustainable Seaton a Transition Town,,"The Community Resource Centre
Fore Street
Seaton
Devon
EX12 2AN",,,WGS84,-3.06985,50.70877
05/06/2014,SWdhJl0oJ4g,Sutcombe Community Primary School,admin@sutcombe-primary.devon.sch.uk,"Sutcombe CP School
Sutcombe
HOLSWORTHY
DEVON
EX22 7PW",,from 4 years  up to 11 years ,WGS84,-4.35163,50.8798
05/06/2014,dfDFyh3BTRg,Sutcombe Parish Council,"Mrs Lorraine Buttery
Parish Clerk
01409 282956
sutcombe.pc@btinternet.com",,,,WGS84,0,0
05/06/2014,nTWjiVWZjbY,Sutcombe Parish Memorial Hall,Mrs R Rowe,"Sutcombe Parish Memorial Hall
Sutcombe
Holsworthy
Devon
EX22 7PN",£30 (evening) plus £20 (bar) plus £15 (kitchen),,WGS84,-4.35115,50.87608
05/06/2014,TKlyt-lV1U4,Sutherland Road Surgery,,"44
Sutherland Road Plymouth
PL4 6BN",,,WGS84,-4.13936,50.37925
05/06/2014,oMY_585wvnI,Suzanne Clarke,,"11 Heather Estate
Heathfield
NEWTON ABBOT
DEVON","Costs £4.50 per hour including food, £4.00 per hour, no food provided.  Childcare Vouchers can be accepted.",up to 8 years ,WGS84,0,0
05/06/2014,j9NX18lB4jA,Suzanne Leman,wiggers23@hotmail.com,"15 The Deanes
TIVERTON
Devon
EX16 5GT","£3.50 without food supplied.
Unsociable hours charge for overnight care, please enquire.
Employer childcare vouchers can be accepted.",from 12 months  up to 8 years ,WGS84,-3.49564,50.89957
05/06/2014,l695eQDUlwI,Suzanne Phillips,suephillipstch@tiscali.co.uk,"6 Badger Close
DARTMOUTH
Devon
TQ6 9TF",,,WGS84,-3.58986,50.35606
05/06/2014,MgP1sy4z2T4,Swagga Fit And Zumba at Exmouth,mandi@vibesdancecompany.co.uk,"Exmouth Community College
Green Close
EXMOUTH
DEVON
EX8 3AF",£5 per session. £8 back to back.,from 16 years  up to 99 years ,WGS84,-3.40622,50.62716
05/06/2014,PeYXrsPzvVc,Swallows Day Nursery,elaine@plgriffin.plus.com,"Swimbridge House Nursing Home
Swimbridge
BARNSTAPLE
Devon
EX32 0QT","50% discount for booked holidays.
10% sibling discount.
Employer Childcare Vouchers can be accepted.
Early Years Entitlement can be used for 3 and 4 year olds.
Funded places available for 2 year olds who qualify under the 2gether scheme.
0-2 years: £4.20 per hour, 
2-3 years: £4.00 per hour,
3-5 years: £3.80 per hour (if not funded).",up to 5 years ,WGS84,-3.96764,51.05768
05/06/2014,gV5cICAuwjg,Swanage Community Hospital,,"Queens Road
Swanage
Dorset
BH19 2ES",,,WGS84,-1.96121,50.60551
05/06/2014,DpZOyvsjC70,Swanage Dental Care,,"Unit B
Tilly Whim Mews
Kings Road East
Swanage
Dorset
BH19 1ES",,,WGS84,-1.95862,50.60892
05/06/2014,Jhr9HrdETuM,Swanage Medical Practice,,"Station Approach
Swanage
Dorset
BH19 1HB",,,WGS84,-1.96002,50.60996
05/06/2014,fwyq6-bL66g,Sway Cheerleading at Wonford Sports Centre,,"Wonford Sports Centre
Burnthouse Lane
Wonford
EXETER
DEVON
EX2 6NF",,from 16 years  up to 60 years ,WGS84,-3.49948,50.71382
05/06/2014,F1573C7sS0Y,Sway Street Dance at Wonford Sports Centre,,"Wonford Sports Centre
Burnthouse Lane
Wonford
EXETER
DEVON
EX2 6NF",,from 16 years  up to 60 years ,WGS84,-3.49948,50.71382
05/06/2014,kk49J6jUaoI,SWCAA (South West Counties Allotment Association),"Miss Ayesha Sharman
Director Chief Executive Officer
01271 327087
swcaa@btconnect.com",,"From £3 for groups and £5 for individuals.  Membership of SWCAA from just £2.50 per year for groups and £10 for individuals - includes free public liability insurance, Employers liability insurance costs just £15 per year.",,WGS84,0,0
05/06/2014,NOh-ckF33JM,Sweat and Stretch Fitness Centre,,"Devon House
Paris Street
EXETER
DEVON
EX1 2JB",Prices on application at the centre.,from 16 years  up to 90 years ,WGS84,-3.52592,50.72519
05/06/2014,nxe_csba0HM,Swim School at Ilfracombe Swimming Club,boxshall@tiscali.co.uk,"Ilfracombe Swimming Pool
Hillsborough Road
ILFRACOMBE
DEVON
EX34 9QG",,from 5 years  up to 25 years ,WGS84,-4.10828,51.20711
05/06/2014,kPjd2Zpx5vs,Swim School at Meadowlands Leisure Pool,,"Harpers at Meadowlands Leisure Pool
The Wharf
TAVISTOCK
DEVON
PL19 8SP",,from 3 years  up to 16 years ,WGS84,-4.14751,50.54689
05/06/2014,AoaS7qTh8_E,Swim With Sally Limited,swimwithsally@ymail.com,"Bidwell Brook School
Shinners Bridge
Dartington
TOTNES
DEVON
TQ9 6JU",£8.25 per session. Lessons are held once a week for 12 weeks (term time only). £99 for 12 weeks.,up to 8 years ,WGS84,-3.71245,50.4483
05/06/2014,ZsaEVtkNptg,Swim With Sally Limited at Pitt Farm,swimwithsally@ymail.com,"Pitt Farm
East Allington
TOTNES
DEVON
TQ9 7QD",£8.25 per session. £99 for 12 weeks.,up to 8 years ,WGS84,-3.73172,50.33751
